;;;;;;;;||;h;t;h;h;h;h;h;h;h;h;h;h;h;h;h;h;h;h;h;h;h;t;h;h;||;||;||;||;||;||;h;t;h;t;h;t;h;t;t;UT;UT;UT;UT;UT;UT;UT;UT;UT;UT;UT;UT;UT;UT;UT;UT;UT;UT;UT;UT;UT;t;h;t;h;t;t;h;||;||;;;;;
;;;;;;;;||;h;t;h;h;h;h;h;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;h;||;||;;;;;||;h;t;h;t;h;t;h;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;h;t;h;t;t;h;||;;;;;;
;;;;;;;;||;h;t;h;UT;h;h;h;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;h;||;;;;;;||;h;h;h;t;h;t;h;t;h;h;h;h;h;h;h;h;h;h;h;h;h;h;h;h;h;h;h;h;h;h;h;h;t;h;t;t;h;||;;;;;;
;;;;;;;;||;h;t;h;h;h;h;h;h;h;h;h;h;b;h;h;h;h;h;t;t;t;h;h;||;;;;;;||;h;t;t;t;h;t;h;t;h;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;t;h;t;t;h;||;;;;;;
;;;;;;;;||;h;t;h;UT;h;h;h;t;h;t;t;h;t;t;h;t;t;h;t;t;t;h;||;||;;;;;;||;h;h;t;t;h;t;h;t;h;h;h;h;h;h;h;h;h;h;h;h;t;t;t;t;t;t;t;h;h;h;h;h;h;h;t;t;h;||;;;;;;
;;;;;;;;||;h;h;t;h;h;h;h;t;b;t;t;h;t;t;h;t;t;h;t;t;t;h;||;;;;;;;||;||;h;h;t;h;t;h;t;t;t;t;t;t;t;t;t;t;t;t;h;h;h;h;h;h;h;h;h;UT;UT;h;t;t;t;t;h;h;||;;;;;;
;;;;;;;;||;||;h;h;t;h;h;h;t;h;t;t;h;t;t;h;t;t;h;t;t;h;h;||;;;;;;;;||;||;h;h;h;t;h;t;UT;UT;UT;UT;UT;UT;UT;UT;UT;UT;t;t;t;t;t;t;t;t;t;h;UT;UT;h;t;t;t;h;h;||;||;;;;;;
;;;;;;;;;||;||;h;h;t;h;h;t;h;t;t;h;t;t;h;t;t;b;t;t;h;||;||;;;;;;;;;||;||;h;h;t;h;t;t;t;t;t;t;t;t;t;t;UT;UT;UT;UT;UT;t;t;t;t;t;h;UT;UT;h;t;t;t;h;||;||;;;;;;;
;;;;;;;;;;||;||;h;t;h;h;h;b;h;h;h;h;h;h;h;b;A;t;h;h;||;;;;;;;;;;;||;||;||;t;h;h;h;h;h;h;h;h;h;h;t;t;t;t;t;t;t;t;t;t;t;h;h;h;h;t;t;h;h;||;;;;;;;;
;;;;;;;;;;;||;h;h;t;t;t;t;t;t;t;t;t;t;t;t;t;t;h;||;||;;;;;;;;;;;;;||;||;||;||;||;||;||;||;||;||;||;h;h;h;h;h;h;h;h;h;h;t;t;t;t;t;t;h;h;h;||;||;;;;;;;;
;;;;;;;;;;;||;||;h;h;h;h;h;h;h;h;h;h;t;t;t;t;h;h;||;;;;;;;;;;;;;;;;;;;;;;;;||;||;||;||;||;||;||;||;||;||;h;h;h;t;t;t;t;h;||;||;||;;;;;;;;;
;;;;;;;;;;;;||;||;||;||;||;||;||;||;||;||;h;h;h;t;t;h;||;||;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;||;||;||;h;t;t;t;h;h;||;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;||;||;||;h;h;h;h;||;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;||;h;h;h;h;h;||;||;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;||;||;||;||;||;||;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;||;||;t;t;t;||;||;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;||;||;UT;||;||;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;||;||;||;;;;;;;;;;;;;;
